Age,Department,EducationField,EmployeeNumber,Gender,HourlyRate,JobRole,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
37,Sales,Life Sciences,1105,Female,88,Sales Executive,6694,24223,2,Yes,14,3,3,8,1,0,0
25,Research & Development,Technical Degree,1106,Male,32,Laboratory Technician,3691,4605,1,Yes,15,3,1,7,7,7,5
26,Research & Development,Medical,1107,Male,37,Laboratory Technician,2377,19373,1,No,20,4,1,1,1,1,0
33,Research & Development,Medical,1108,Male,55,Research Scientist,2313,2993,4,Yes,20,4,0,5,2,2,2
42,Research & Development,Medical,1109,Male,35,Manager,17665,14399,0,No,17,3,1,23,22,6,13
28,Research & Development,Medical,1111,Male,45,Laboratory Technician,2596,7160,1,No,15,3,2,1,1,0,0
50,Sales,Other,1113,Male,81,Sales Executive,4728,17251,3,Yes,14,3,0,5,0,0,0
33,Sales,Life Sciences,1114,Female,30,Sales Executive,4302,13401,0,No,17,3,1,4,3,2,0
34,Research & Development,Life Sciences,1115,Male,40,Research Scientist,2979,22478,3,No,17,3,3,6,0,0,0
48,Research & Development,Medical,1116,Male,35,Manager,16885,16154,2,No,22,4,0,27,5,4,2
45,Sales,Life Sciences,1117,Female,65,Sales Executive,5593,17970,1,No,13,3,1,15,15,10,4
52,Research & Development,Life Sciences,1118,Male,87,Healthcare Representative,10445,15322,7,No,19,3,0,18,8,6,4
38,Sales,Marketing,1119,Male,73,Sales Executive,8740,5569,0,Yes,14,3,2,9,8,7,2
29,Research & Development,Life Sciences,1120,Female,93,Research Scientist,2514,26968,4,No,22,4,1,11,7,5,1
28,Research & Development,Medical,1121,Female,93,Manufacturing Director,7655,8039,0,No,17,3,3,10,9,7,1
46,Sales,Marketing,1124,Male,52,Manager,17465,15596,3,No,12,3,1,23,12,9,4
38,Sales,Marketing,1125,Male,32,Sales Executive,7351,20619,7,No,16,3,0,10,1,0,0
43,Research & Development,Life Sciences,1126,Female,83,Manufacturing Director,10820,11535,8,No,11,3,1,18,8,7,0
39,Research & Development,Life Sciences,1127,Male,84,Healthcare Representative,12169,13547,7,No,11,3,3,21,18,7,11
40,Research & Development,Medical,1128,Male,44,Research Director,19626,17544,1,No,14,3,0,21,20,7,4
21,Research & Development,Technical Degree,1131,Female,70,Research Scientist,2070,25326,1,Yes,11,3,0,2,2,2,2
39,Research & Development,Life Sciences,1132,Male,70,Laboratory Technician,6782,8770,9,No,15,3,0,9,5,4,0
36,Research & Development,Life Sciences,1133,Male,78,Manufacturing Director,7779,23238,2,No,20,4,0,18,11,9,0
31,Sales,Life Sciences,1135,Male,67,Sales Representative,2791,21981,0,No,12,3,1,3,2,2,2
28,Research & Development,Life Sciences,1136,Male,67,Research Scientist,3201,19911,0,No,17,3,0,6,5,3,0
35,Sales,Marketing,1137,Male,54,Sales Executive,4968,18500,1,No,11,3,1,5,5,2,0
49,Sales,Technical Degree,1138,Male,56,Sales Executive,13120,11879,6,No,17,3,1,22,9,8,2
34,Research & Development,Life Sciences,1140,Male,95,Manufacturing Director,4033,15834,2,No,11,3,0,5,3,2,0
29,Research & Development,Life Sciences,1143,Female,61,Research Scientist,3291,17940,0,No,14,3,2,8,7,5,1
42,Research & Development,Medical,1148,Male,56,Laboratory Technician,4272,9558,4,No,19,3,0,16,1,0,0
29,Research & Development,Medical,1150,Male,79,Manufacturing Director,5056,17689,1,Yes,15,3,1,10,10,7,1
38,Human Resources,Human Resources,1152,Male,37,Human Resources,2844,6004,1,No,13,3,1,7,7,6,5
28,Research & Development,Life Sciences,1154,Male,39,Research Scientist,2703,22088,1,Yes,14,3,1,3,3,1,0
18,Research & Development,Medical,1156,Male,80,Laboratory Technician,1904,13556,1,No,12,3,0,0,0,0,0
33,Sales,Marketing,1157,Female,77,Sales Executive,8224,18385,0,Yes,17,3,0,6,5,2,0
41,Research & Development,Life Sciences,1158,Male,46,Laboratory Technician,4766,9051,3,Yes,11,3,1,6,1,0,0
31,Research & Development,Medical,1160,Male,72,Laboratory Technician,2610,6233,1,No,12,3,1,2,2,2,2
37,Research & Development,Medical,1161,Female,52,Healthcare Representative,5731,17171,7,No,13,3,2,9,6,2,1
27,Research & Development,Life Sciences,1162,Male,55,Research Scientist,2539,7950,1,No,13,3,1,4,4,2,2
34,Sales,Life Sciences,1163,Female,70,Sales Executive,5714,5829,1,No,20,4,0,6,6,5,1
35,Human Resources,Technical Degree,1164,Male,100,Human Resources,4323,7108,1,No,17,3,0,6,5,4,1
29,Sales,Life Sciences,1165,Female,45,Sales Executive,7336,11162,1,No,13,3,1,11,11,8,3
40,Research & Development,Medical,1166,Female,88,Research Director,13499,13782,9,No,17,3,0,20,18,7,2
42,Sales,Life Sciences,1167,Male,44,Sales Executive,13758,2447,0,Yes,12,3,0,22,21,9,13
42,Sales,Marketing,1171,Male,45,Sales Executive,5155,2253,7,No,13,3,0,9,6,4,1
35,Research & Development,Medical,1172,Male,58,Laboratory Technician,2258,16340,6,No,12,3,1,10,8,0,1
24,Research & Development,Medical,1173,Male,49,Laboratory Technician,3597,6409,8,No,22,4,0,6,4,3,1
28,Research & Development,Life Sciences,1175,Female,79,Laboratory Technician,2515,22955,1,Yes,11,3,0,1,1,1,0
26,Research & Development,Medical,1177,Male,82,Laboratory Technician,4420,13421,1,No,22,4,1,8,8,7,0
30,Sales,Marketing,1179,Male,72,Sales Executive,6578,2706,1,No,18,3,1,10,10,3,1
40,Research & Development,Medical,1180,Female,92,Research Scientist,4422,21203,3,Yes,13,3,1,16,1,1,0
35,Research & Development,Life Sciences,1182,Male,44,Manufacturing Director,10274,19588,2,No,18,3,1,15,7,7,6
34,Research & Development,Medical,1184,Male,97,Healthcare Representative,5343,25755,0,No,20,4,0,14,13,9,4
35,Research & Development,Other,1185,Male,47,Laboratory Technician,2376,26537,1,No,13,3,1,2,2,2,2
43,Sales,Marketing,1188,Female,85,Sales Executive,5346,9489,8,No,13,3,0,7,4,3,1
32,Sales,Life Sciences,1190,Female,76,Sales Representative,2827,14947,1,No,12,3,3,1,1,0,0
56,Research & Development,Technical Degree,1191,Female,92,Manager,19943,18575,4,No,13,3,1,28,5,2,4
29,Research & Development,Medical,1192,Female,54,Laboratory Technician,3131,26342,1,No,13,3,1,10,10,8,0
19,Research & Development,Life Sciences,1193,Male,54,Research Scientist,2552,7172,1,No,25,4,0,1,1,1,0
45,Research & Development,Medical,1195,Female,83,Research Scientist,4477,20100,4,Yes,19,3,1,7,3,2,0
37,Research & Development,Life Sciences,1196,Female,56,Manufacturing Director,6474,9961,1,No,13,3,1,14,14,8,3
20,Research & Development,Life Sciences,1198,Male,87,Laboratory Technician,3033,12828,1,No,12,3,0,2,2,2,1
44,Research & Development,Life Sciences,1200,Male,96,Research Scientist,2936,10826,1,Yes,11,3,0,6,6,4,0
53,Research & Development,Medical,1201,Female,50,Manager,18606,18640,3,No,18,3,1,26,7,7,4
29,Research & Development,Life Sciences,1202,Female,69,Research Scientist,2168,26933,0,Yes,18,3,1,6,5,4,1
22,Research & Development,Life Sciences,1203,Male,48,Research Scientist,2853,4223,0,Yes,11,3,1,1,0,0,0
46,Sales,Marketing,1204,Female,69,Manager,17048,24097,8,No,23,4,0,28,26,15,15
44,Research & Development,Life Sciences,1206,Male,74,Research Scientist,2290,4279,2,No,13,3,0,6,0,0,0
33,Human Resources,Human Resources,1207,Male,99,Human Resources,3600,8429,1,No,13,3,1,5,5,4,1
41,Research & Development,Life Sciences,1210,Male,95,Research Scientist,2107,20293,6,No,17,3,1,5,1,0,0
30,Sales,Life Sciences,1211,Male,61,Sales Executive,4115,13192,8,No,19,3,3,8,4,3,0
40,Sales,Medical,1212,Male,62,Sales Executive,4327,25440,5,No,12,3,3,5,0,0,0
50,Research & Development,Medical,1215,Female,30,Manager,17856,9490,2,No,22,4,1,32,2,2,2
28,Research & Development,Medical,1216,Male,78,Laboratory Technician,3196,12449,1,No,12,3,3,6,6,5,3
46,Research & Development,Life Sciences,1217,Male,52,Research Director,19081,10849,5,No,11,3,1,25,4,2,0
35,Sales,Life Sciences,1218,Male,94,Sales Executive,8966,21026,3,Yes,15,3,3,15,7,7,1
24,Research & Development,Life Sciences,1219,Female,97,Laboratory Technician,2210,3372,1,No,13,3,1,1,1,0,0
33,Sales,Medical,1220,Female,82,Sales Executive,4539,4905,1,No,12,3,1,10,10,7,0
36,Research & Development,Life Sciences,1221,Male,60,Laboratory Technician,2741,6865,1,No,14,3,1,7,7,7,1
30,Research & Development,Life Sciences,1224,Male,49,Laboratory Technician,3491,11309,1,No,13,3,3,10,10,7,8
44,Research & Development,Other,1225,Male,32,Research Scientist,4541,7744,1,No,25,4,0,20,20,11,13
20,Sales,Marketing,1226,Male,43,Sales Representative,2678,5050,1,No,17,3,0,2,2,1,2
46,Research & Development,Technical Degree,1228,Male,60,Manufacturing Director,7379,17433,2,No,11,3,1,12,6,3,1
42,Human Resources,Medical,1231,Male,79,Human Resources,6272,12858,7,No,16,3,1,10,4,3,0
60,Sales,Marketing,1233,Male,52,Sales Executive,5220,10893,0,Yes,18,3,1,12,11,7,1
32,Research & Development,Other,1234,Female,77,Laboratory Technician,2743,7331,1,No,20,4,1,2,2,2,2
32,Research & Development,Life Sciences,1235,Female,38,Research Scientist,4998,2338,4,Yes,14,3,0,10,8,7,0
36,Research & Development,Technical Degree,1237,Female,77,Manufacturing Director,10252,4235,2,Yes,21,4,1,17,7,7,7
33,Research & Development,Medical,1238,Male,60,Research Scientist,2781,6311,0,No,13,3,1,15,14,10,4
40,Sales,Technical Degree,1239,Female,84,Sales Executive,6852,11591,7,No,12,3,1,7,5,1,1
25,Sales,Life Sciences,1240,Male,57,Sales Executive,4950,20623,0,No,14,3,0,5,4,3,1
30,Research & Development,Medical,1241,Male,63,Research Scientist,3579,9369,0,Yes,21,4,1,12,11,9,5
42,Research & Development,Medical,1242,Female,60,Research Director,13191,23281,3,Yes,17,3,0,20,1,0,0
35,Sales,Marketing,1243,Female,78,Sales Executive,10377,13755,4,Yes,11,3,1,16,13,2,4
27,Research & Development,Life Sciences,1244,Male,42,Research Scientist,2235,14377,1,Yes,14,3,2,9,9,7,6
54,Research & Development,Life Sciences,1245,Female,53,Manufacturing Director,10502,9659,7,No,17,3,1,33,5,4,1
44,Research & Development,Life Sciences,1246,Female,72,Research Scientist,2011,19982,1,No,13,3,1,10,10,5,7
19,Research & Development,Medical,1248,Female,96,Research Scientist,1859,6148,1,Yes,25,4,0,1,1,1,0
29,Research & Development,Life Sciences,1249,Female,97,Research Scientist,3760,5598,1,No,15,3,3,3,3,2,1
54,Research & Development,Life Sciences,1250,Male,85,Research Director,17779,23474,3,No,14,3,0,36,10,9,0
31,Research & Development,Medical,1251,Male,80,Healthcare Representative,6833,17089,1,Yes,12,3,0,6,6,5,0
31,Research & Development,Medical,1252,Female,96,Healthcare Representative,6812,17198,1,No,19,3,0,10,10,9,1
59,Sales,Life Sciences,1254,Female,48,Sales Executive,5171,16490,5,No,17,3,0,13,6,1,0
43,Research & Development,Life Sciences,1255,Male,96,Research Director,19740,18625,3,No,14,3,1,25,8,7,0
49,Research & Development,Medical,1256,Male,85,Manager,18711,12124,2,No,13,3,1,23,1,0,0
36,Research & Development,Technical Degree,1257,Male,46,Research Scientist,3692,9256,1,No,12,3,0,12,11,10,0
48,Research & Development,Technical Degree,1258,Male,76,Laboratory Technician,2559,16620,5,No,11,3,0,7,1,0,0
27,Research & Development,Life Sciences,1259,Male,76,Research Scientist,2517,3208,1,No,11,3,3,5,5,3,0
29,Research & Development,Life Sciences,1260,Male,82,Healthcare Representative,6623,4204,1,Yes,11,3,2,6,6,0,1
48,Research & Development,Life Sciences,1263,Male,76,Research Director,18265,8733,6,No,12,3,0,25,1,0,0
29,Research & Development,Life Sciences,1264,Female,87,Research Director,16124,3423,3,No,14,3,2,9,7,7,1
34,Research & Development,Technical Degree,1265,Female,89,Research Scientist,2585,21643,0,No,17,3,0,2,1,0,0
44,Sales,Marketing,1267,Male,88,Manager,18213,8751,7,No,11,3,1,26,22,9,3
33,Sales,Marketing,1268,Male,82,Sales Executive,8380,21708,0,Yes,14,3,2,10,9,8,0
19,Research & Development,Life Sciences,1269,Female,57,Research Scientist,2994,21221,1,Yes,12,3,0,1,1,0,0
23,Research & Development,Life Sciences,1270,Male,47,Research Scientist,1223,16901,1,No,22,4,1,1,1,0,0
25,Sales,Life Sciences,1273,Male,73,Sales Representative,1118,8040,1,Yes,14,3,0,1,1,0,1
26,Research & Development,Life Sciences,1275,Male,53,Research Scientist,2875,9973,1,Yes,20,4,0,8,8,5,2
45,Sales,Marketing,1277,Female,94,Manager,18824,2493,2,Yes,16,3,0,26,24,10,1
55,Research & Development,Medical,1278,Male,37,Healthcare Representative,13577,25592,1,Yes,15,3,1,34,33,9,15
21,Research & Development,Life Sciences,1279,Female,45,Laboratory Technician,2625,25308,1,No,20,4,0,2,2,2,2
46,Sales,Marketing,1280,Female,33,Manager,18789,9946,2,No,14,3,1,26,11,4,0
34,Sales,Marketing,1281,Female,86,Sales Executive,4538,6039,0,Yes,12,3,0,4,3,2,0
51,Sales,Life Sciences,1282,Male,83,Manager,19847,19196,4,Yes,24,4,1,31,29,10,11
59,Research & Development,Medical,1283,Male,67,Manufacturing Director,10512,20002,6,No,12,3,0,25,9,7,5
34,Research & Development,Medical,1285,Female,46,Laboratory Technician,4444,22534,4,No,13,3,2,15,11,8,5
28,Research & Development,Medical,1286,Male,44,Laboratory Technician,2154,6842,0,Yes,11,3,0,5,4,2,0
44,Research & Development,Life Sciences,1288,Male,92,Manager,19190,17477,1,No,14,3,2,26,25,9,14
34,Human Resources,Life Sciences,1289,Male,56,Human Resources,4490,21833,4,No,11,3,2,14,10,9,1
35,Research & Development,Life Sciences,1291,Male,66,Research Scientist,3506,6020,0,Yes,14,3,0,4,3,2,2
42,Research & Development,Medical,1292,Female,78,Research Scientist,2372,5628,6,Yes,16,3,0,18,1,0,0
43,Sales,Marketing,1293,Female,56,Sales Executive,10231,20364,3,No,14,3,0,23,21,7,15
36,Research & Development,Life Sciences,1294,Female,53,Manufacturing Director,5410,2323,9,Yes,11,3,0,18,16,14,5
44,Research & Development,Medical,1295,Female,73,Healthcare Representative,7978,14075,1,No,11,3,1,10,10,7,0
28,Research & Development,Life Sciences,1296,Male,52,Laboratory Technician,3867,14222,1,Yes,12,3,1,2,2,2,2
51,Research & Development,Medical,1297,Female,40,Laboratory Technician,2838,4257,0,No,14,3,0,8,7,0,7
30,Research & Development,Medical,1298,Female,72,Manufacturing Director,4695,12858,7,Yes,18,3,0,10,8,4,1
29,Research & Development,Technical Degree,1299,Female,39,Laboratory Technician,3339,17285,3,Yes,13,3,2,10,7,7,7
28,Research & Development,Technical Degree,1301,Male,84,Research Scientist,2080,4732,2,No,11,3,0,5,3,2,1
25,Research & Development,Medical,1303,Female,40,Research Scientist,2096,18830,1,No,18,3,0,2,2,2,2
32,Sales,Medical,1304,Male,56,Sales Executive,6209,11693,1,No,15,3,2,10,10,7,0
45,Research & Development,Medical,1306,Female,83,Manager,18061,13035,3,No,22,4,0,22,0,0,0
39,Research & Development,Medical,1307,Female,94,Manager,17123,17334,6,Yes,13,3,2,21,19,9,15
58,Research & Development,Life Sciences,1308,Male,88,Research Scientist,2372,26076,1,No,12,3,2,2,2,2,2
32,Research & Development,Life Sciences,1309,Male,79,Laboratory Technician,4883,22845,1,No,18,3,1,10,10,4,1
39,Research & Development,Medical,1310,Male,93,Research Scientist,3904,22154,0,No,13,3,0,6,5,2,0
30,Research & Development,Technical Degree,1311,Female,48,Laboratory Technician,4627,23631,0,No,12,3,1,10,9,2,6
36,Research & Development,Technical Degree,1312,Female,63,Healthcare Representative,7094,5747,3,No,12,3,0,10,7,7,1
46,Human Resources,Life Sciences,1314,Female,44,Human Resources,3423,22957,6,No,12,3,0,10,7,6,5
28,Research & Development,Life Sciences,1315,Female,55,Laboratory Technician,6674,16392,0,No,11,3,3,10,9,8,7
50,Research & Development,Life Sciences,1317,Female,43,Research Director,16880,22422,4,Yes,11,3,0,25,3,2,1
40,Sales,Marketing,1318,Male,57,Sales Executive,9094,17235,2,Yes,12,3,0,9,5,4,1
52,Sales,Life Sciences,1319,Male,64,Sales Executive,8446,21534,9,Yes,19,3,0,10,8,7,7
30,Research & Development,Medical,1321,Female,95,Manager,11916,25927,1,Yes,23,4,2,9,9,1,0
39,Research & Development,Life Sciences,1322,Male,32,Manufacturing Director,4534,13352,0,No,11,3,0,9,8,7,1
31,Sales,Life Sciences,1324,Female,57,Sales Executive,9852,8935,1,Yes,19,3,1,10,10,8,9
41,Sales,Medical,1329,Male,40,Sales Executive,6151,22074,1,No,13,3,0,19,19,2,11
31,Sales,Life Sciences,1331,Female,54,Sales Representative,2302,8319,1,Yes,11,3,0,3,3,2,2
44,Research & Development,Life Sciences,1333,Male,89,Laboratory Technician,2362,14669,4,No,12,3,0,10,3,2,1
42,Research & Development,Life Sciences,1334,Male,37,Manager,17861,26582,0,Yes,13,3,0,21,20,8,2
55,Research & Development,Medical,1336,Female,58,Manager,19187,6992,4,No,14,3,1,23,19,9,9
56,Human Resources,Life Sciences,1338,Male,99,Manager,19717,4022,6,No,14,3,0,36,7,3,7
40,Research & Development,Life Sciences,1340,Male,74,Research Scientist,3544,8532,9,No,16,3,1,6,4,2,0
34,Research & Development,Life Sciences,1344,Male,86,Healthcare Representative,8500,5494,0,No,11,3,1,10,9,7,1
40,Research & Development,Life Sciences,1346,Male,98,Research Scientist,4661,22455,1,No,13,3,0,9,9,8,8
41,Sales,Marketing,1349,Female,66,Sales Executive,4103,4297,0,No,17,3,1,10,9,3,1
35,Research & Development,Life Sciences,1350,Male,87,Research Scientist,4249,2690,1,Yes,11,3,0,9,9,6,1
51,Human Resources,Life Sciences,1352,Male,84,Manager,14026,17588,1,Yes,11,3,1,33,33,9,0
38,Sales,Life Sciences,1355,Female,31,Sales Executive,6893,19461,3,No,15,3,1,11,7,7,1
34,Sales,Medical,1356,Female,66,Sales Executive,6125,23553,1,No,12,3,0,10,10,8,9
25,Research & Development,Medical,1358,Male,67,Laboratory Technician,3669,9075,3,No,11,3,3,7,3,2,1
58,Research & Development,Medical,1360,Female,53,Manufacturing Director,10008,12023,7,Yes,14,3,0,31,10,9,5
40,Research & Development,Life Sciences,1361,Male,88,Laboratory Technician,2387,6762,3,No,22,4,1,7,4,2,0
36,Sales,Marketing,1362,Female,83,Sales Executive,4639,2261,2,No,16,3,1,17,15,7,6
48,Research & Development,Life Sciences,1363,Male,54,Manufacturing Director,7898,18706,1,No,11,3,0,11,10,9,0
27,Sales,Medical,1364,Female,98,Sales Representative,2534,6527,8,No,14,3,1,5,1,0,0
51,Research & Development,Technical Degree,1367,Female,82,Manufacturing Director,13142,24439,3,No,16,3,0,29,5,2,0
18,Research & Development,Life Sciences,1368,Female,97,Laboratory Technician,1611,19305,1,No,15,3,0,0,0,0,0
35,Research & Development,Medical,1369,Female,60,Laboratory Technician,5363,10846,0,No,12,3,1,10,9,7,0
27,Sales,Life Sciences,1371,Male,43,Sales Executive,5071,20392,3,No,20,4,0,8,6,2,0
55,Sales,Marketing,1372,Male,85,Sales Executive,13695,9277,6,Yes,17,3,0,24,19,7,3
56,Research & Development,Life Sciences,1373,Male,68,Manufacturing Director,13402,18235,4,Yes,12,3,1,33,19,16,15
34,Research & Development,Technical Degree,1374,Female,92,Research Scientist,2029,15891,1,No,20,4,3,5,5,4,0
40,Research & Development,Medical,1375,Female,89,Healthcare Representative,6377,13888,5,No,20,4,3,15,12,11,11
34,Research & Development,Medical,1377,Male,86,Laboratory Technician,5429,17491,4,No,13,3,2,10,8,7,7
31,Sales,Life Sciences,1379,Female,90,Sales Representative,2785,11882,7,No,14,3,0,3,1,0,0
35,Sales,Marketing,1380,Female,67,Sales Executive,4614,23288,0,Yes,18,3,1,5,4,2,3
38,Research & Development,Life Sciences,1382,Male,57,Research Scientist,2610,15748,1,No,11,3,3,4,4,2,0
34,Research & Development,Technical Degree,1383,Female,98,Healthcare Representative,6687,6163,1,No,11,3,0,14,14,11,4
28,Sales,Life Sciences,1387,Male,48,Sales Executive,4724,24232,1,No,11,3,1,5,5,3,0
31,Research & Development,Medical,1389,Male,98,Manufacturing Director,6179,21057,1,Yes,15,3,2,10,10,2,6
39,Sales,Life Sciences,1390,Male,44,Sales Executive,6120,3567,3,Yes,12,3,2,8,5,4,1
51,Sales,Marketing,1391,Male,52,Sales Executive,10596,15395,2,No,11,3,0,14,4,2,3
41,Research & Development,Life Sciences,1392,Female,75,Research Scientist,5467,13953,3,Yes,14,3,2,12,6,2,3
37,Research & Development,Life Sciences,1394,Male,54,Research Scientist,2996,5182,7,Yes,15,3,0,8,6,4,1
33,Sales,Life Sciences,1395,Male,61,Sales Executive,9998,19293,6,No,13,3,0,8,5,4,1
32,Sales,Marketing,1396,Male,36,Sales Executive,4078,20497,0,Yes,13,3,3,4,3,2,1
39,Research & Development,Life Sciences,1397,Male,71,Healthcare Representative,10920,3449,3,No,21,4,1,13,6,4,0
25,Sales,Life Sciences,1399,Male,93,Sales Executive,6232,12477,2,No,11,3,0,6,3,2,1
52,Research & Development,Medical,1401,Female,59,Manufacturing Director,13247,9731,2,Yes,11,3,1,24,5,3,0
43,Research & Development,Medical,1402,Female,73,Research Scientist,4081,20003,1,Yes,14,3,0,20,20,7,1
27,Sales,Marketing,1403,Female,98,Sales Executive,5769,7100,1,Yes,11,3,0,6,6,2,4
27,Research & Development,Life Sciences,1405,Female,51,Research Scientist,2394,25681,1,Yes,13,3,0,8,8,2,7
26,Research & Development,Medical,1407,Male,36,Research Scientist,3904,4050,0,No,12,3,0,5,4,3,1
42,Human Resources,Human Resources,1408,Female,31,Manager,16799,16616,0,No,14,3,1,21,20,7,0
52,Research & Development,Other,1409,Female,54,Laboratory Technician,2950,17363,9,No,13,3,0,12,5,4,0
37,Research & Development,Medical,1411,Female,94,Laboratory Technician,3629,19106,4,No,18,3,0,8,3,2,0
35,Research & Development,Life Sciences,1412,Male,60,Manufacturing Director,9362,19944,2,No,11,3,0,10,2,2,2
25,Research & Development,Technical Degree,1415,Male,81,Laboratory Technician,3229,4910,4,No,11,3,1,7,3,2,0
26,Research & Development,Other,1417,Male,100,Laboratory Technician,3578,23577,0,No,12,3,0,8,7,7,0
29,Human Resources,Other,1419,Male,51,Human Resources,7988,9769,1,No,13,3,0,10,10,9,0
49,Research & Development,Life Sciences,1420,Male,97,Laboratory Technician,4284,22710,3,No,20,4,0,20,4,3,1
29,Research & Development,Other,1421,Female,84,Healthcare Representative,7553,22930,0,Yes,12,3,0,9,8,7,7
54,Research & Development,Medical,1422,Female,54,Research Director,17328,5652,6,No,19,3,0,29,20,7,12
58,Research & Development,Medical,1423,Female,76,Research Director,19701,22456,3,Yes,21,4,1,32,9,8,1
55,Research & Development,Medical,1424,Male,81,Research Director,14732,12414,2,No,13,3,2,31,7,7,0
36,Sales,Marketing,1425,Female,99,Sales Executive,9278,20763,3,Yes,16,3,0,15,5,4,0
31,Sales,Life Sciences,1427,Female,50,Sales Representative,1359,16154,1,No,12,3,0,1,1,0,0
30,Sales,Marketing,1428,Female,73,Sales Executive,4779,12761,7,No,14,3,2,8,3,2,0
31,Research & Development,Life Sciences,1430,Female,93,Research Director,16422,8847,3,No,11,3,0,9,3,2,1
34,Research & Development,Other,1431,Male,91,Research Scientist,2996,20284,5,No,14,3,2,10,4,3,1
31,Research & Development,Life Sciences,1433,Female,34,Research Scientist,1261,22262,1,No,12,3,0,1,1,0,0
27,Research & Development,Life Sciences,1434,Male,91,Laboratory Technician,2099,7679,0,No,14,3,0,6,5,0,1
36,Research & Development,Life Sciences,1435,Male,37,Laboratory Technician,5810,22604,1,No,16,3,0,10,10,4,1
36,Sales,Marketing,1436,Female,98,Sales Executive,5647,13494,4,No,13,3,2,11,3,2,0
47,Research & Development,Technical Degree,1438,Male,74,Research Scientist,3420,10205,7,No,12,3,1,17,6,5,1
25,Sales,Life Sciences,1439,Male,68,Sales Representative,4400,15182,3,No,12,3,0,6,3,2,2
37,Research & Development,Technical Degree,1440,Male,84,Laboratory Technician,3500,25470,0,No,14,3,0,7,6,5,1
56,Research & Development,Life Sciences,1441,Female,90,Research Scientist,2066,10494,2,No,22,4,1,5,3,2,1
47,Research & Development,Medical,1443,Female,82,Research Director,17169,26703,3,No,19,3,2,26,20,17,5
24,Sales,Medical,1445,Female,42,Sales Executive,4162,15211,1,Yes,12,3,2,5,5,4,0
32,Sales,Marketing,1446,Male,97,Sales Executive,9204,23343,4,No,12,3,1,7,4,3,0
34,Research & Development,Life Sciences,1447,Female,86,Laboratory Technician,3294,3708,5,No,17,3,1,7,5,4,0
41,Research & Development,Medical,1448,Male,90,Research Scientist,2127,5561,2,Yes,12,3,0,7,4,2,0
40,Research & Development,Other,1449,Male,81,Laboratory Technician,3975,23099,3,No,11,3,2,11,8,7,0
31,Sales,Life Sciences,1453,Male,31,Sales Executive,10793,8386,1,No,18,3,1,13,13,7,9
46,Sales,Marketing,1457,Male,52,Sales Executive,10096,15986,4,No,11,3,1,28,7,7,4
39,Research & Development,Life Sciences,1458,Female,54,Laboratory Technician,3646,17181,2,Yes,23,4,0,11,1,0,0
31,Research & Development,Life Sciences,1459,Female,100,Manufacturing Director,7446,8931,1,No,11,3,0,10,10,8,4
45,Research & Development,Medical,1460,Male,95,Healthcare Representative,10851,19863,2,Yes,18,3,1,24,7,7,0
31,Human Resources,Medical,1461,Female,96,Human Resources,2109,24609,9,No,18,3,0,8,3,2,0
31,Research & Development,Life Sciences,1464,Male,94,Laboratory Technician,3722,21081,6,Yes,13,3,1,7,2,2,2
45,Research & Development,Technical Degree,1465,Male,55,Manufacturing Director,9380,14720,4,Yes,18,3,2,10,3,1,1
48,Sales,Marketing,1466,Male,96,Sales Executive,5486,24795,4,No,11,3,3,15,2,2,2
34,Human Resources,Technical Degree,1467,Female,52,Human Resources,2742,3072,1,No,15,3,0,2,2,2,2
40,Research & Development,Medical,1468,Male,55,Research Director,13757,25178,2,No,11,3,1,16,9,8,4
28,Sales,Medical,1469,Male,84,Sales Executive,8463,23490,0,No,18,3,0,6,5,4,1
44,Research & Development,Life Sciences,1471,Male,90,Laboratory Technician,3162,7973,3,No,14,3,0,7,5,2,0
53,Research & Development,Medical,1472,Male,39,Research Director,16598,19764,4,No,12,3,0,35,9,8,8
49,Research & Development,Technical Degree,1473,Male,96,Healthcare Representative,6651,21534,2,No,14,3,1,20,3,2,1
40,Research & Development,Medical,1474,Male,68,Research Scientist,2345,8045,2,No,14,3,1,8,3,1,1
44,Research & Development,Life Sciences,1475,Male,49,Research Scientist,3420,21158,1,No,13,3,0,6,5,2,1
33,Sales,Medical,1477,Male,54,Sales Executive,4373,17456,0,No,14,3,2,5,4,3,0
34,Sales,Other,1478,Male,81,Sales Executive,4759,15891,3,No,18,3,0,15,13,9,3
30,Sales,Life Sciences,1479,Male,96,Sales Executive,5301,2939,8,No,15,3,2,4,2,1,2
42,Research & Development,Medical,1480,Female,74,Laboratory Technician,3673,16458,1,No,13,3,0,12,12,9,5
44,Sales,Marketing,1481,Female,79,Sales Executive,4768,9282,7,No,12,3,1,11,1,0,0
30,Research & Development,Technical Degree,1482,Male,64,Research Scientist,1274,7152,1,No,13,3,2,1,1,0,0
57,Research & Development,Life Sciences,1483,Male,93,Research Scientist,4900,2721,0,No,24,4,1,13,12,9,2
49,Research & Development,Life Sciences,1484,Male,35,Healthcare Representative,10466,20948,3,No,14,3,2,29,8,7,0
34,Research & Development,Medical,1485,Male,71,Research Director,17007,11929,7,No,14,3,2,16,14,8,6
